budget: 800,000 tokens (80% of 1,000,000) at 3.0 chars/token
file                                                       tier         chars   tokens      total  status
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DataDecoder.html context      3,611    1,204    765,661  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DataPreprocessor.html context      3,616    1,206    766,867  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DataResponseSerializerProtocol.html context      3,630    1,210    768,077  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DataStreamSerializer.html context      3,620    1,207    769,284  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/DownloadResponseSerializerProtocol.html context      8,315    2,772    772,056  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/EmptyResponse.html context      3,613    1,205    773,261  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/EventMonitor.html context     11,256    3,752    777,013  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/ParameterEncoder.html context      3,616    1,206    778,219  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/ParameterEncoding.html context      3,617    1,206    779,425  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RedirectHandler.html context      3,615    1,205    780,630  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RequestAdapter.html context      3,614    1,205    781,835  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RequestDelegate.html context      5,736    1,912    783,747  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RequestInterceptor.html context     24,688    8,230    791,977  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/RequestRetrier.html context      3,614    1,205    793,182  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/ResponseSerializer.html context      3,618    1,206    794,388  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/ServerTrustEvaluating.html context      3,621    1,207    795,595  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/URLConvertible.html context      3,614    1,205    796,800  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/URLRequestConvertible.html context      3,621    1,207    798,007  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/UploadableConvertible.html context      3,621    1,207    799,214  ok
docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/WebSocketMessageSerializer.html context      3,626    1,209    799,214  EXCLUDED
-- stopped: 47 further file(s) not reached

included: 335 file(s), 799,214 tokens (99.9% of budget)
excluded: 48 file(s)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Protocols/WebSocketMessageSerializer.html  (1,209 tokens — exceeds remaining budget)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs.html  (1,827 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/AlamofireExtension.html  (1,206 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataResponse.html  (1,204 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataResponsePublisher.html  (1,207 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataStreamPublisher.html  (1,206 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataStreamTask.html  (1,204 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DataTask.html  (1,202 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DecodableStreamSerializer.html  (1,208 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DecodableWebSocketMessageDecoder.html  (1,210 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DecodableWebSocketMessageDecoder/Error.html  (1,222 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DeflateRequestCompressor.html  (1,208 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DeflateRequestCompressor/DuplicateHeaderBehavior.html  (1,226 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DownloadResponse.html  (1,205 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DownloadResponsePublisher.html  (1,208 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/DownloadTask.html  (1,204 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/Empty.html  (1,556 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/GoogleXSSIPreprocessor.html  (1,207 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/HTTPHeader.html  (1,203 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/HTTPHeaders.html  (1,203 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/HTTPMethod.html  (1,203 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/JSONEncoding.html  (1,204 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/JSONEncoding/Error.html  (1,216 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/PassthroughPreprocessor.html  (1,207 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/PassthroughStreamSerializer.html  (1,209 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/Redirector.html  (1,203 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/Redirector/Behavior.html  (1,216 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/RequestAdapterState.html  (1,206 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/ResponseCacher.html  (1,204 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/ResponseCacher/Behavior.html  (1,217 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/StreamOf.html  (1,411 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/StreamOf/Iterator.html  (1,215 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/StringStreamSerializer.html  (1,207 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/URLEncoding.html  (1,203 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/URLEncoding/ArrayEncoding.html  (1,218 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/URLEncoding/BoolEncoding.html  (1,218 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/URLEncoding/Destination.html  (1,217 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Structs/URLResponseSerializer.html  (1,207 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/Typealiases.html  (1,191 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/index.html  (2,408 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/search.json  (287,423 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.docset/Contents/Resources/Documents/undocumented.json  (8,346 tokens — budget exhausted before reached)
  docs/docsets/Alamofire.xml  (104 tokens — budget exhausted before reached)
  docs/index.html  (2,390 tokens — budget exhausted before reached)
  docs/search.json  (287,405 tokens — budget exhausted before reached)
  docs/undocumented.json  (8,328 tokens — budget exhausted before reached)
  watchOS Example/watchOS Example.xcodeproj/project.pbxproj  (1,311 tokens — budget exhausted before reached)
  watchOS Example/watchOS Example.xcodeproj/xcshareddata/xcschemes/watchOS Example WatchKit App.xcscheme  (585 tokens — budget exhausted before reached)

raw diff:    4,023,458 chars  1,341,153 tokens
packed:      2,397,954 chars    799,318 tokens
reduction:    541,835 tokens (40.4%)
